freq,omega,power,mass_GeV
0.40781250,2.56236151,1.87963404e-05,2718.7500
0.40859375,2.56727025,1.89651519e-05,2723.9583
0.40937500,2.57217899,1.84548086e-05,2729.1667
0.41015625,2.57708772,1.72995074e-05,2734.3750
0.41093750,2.58199646,1.57884434e-05,2739.5833
0.41171875,2.58690520,1.43541178e-05,2744.7917
0.41250000,2.59181394,1.34025547e-05,2750.0000
0.41328125,2.59672268,1.31496792e-05,2755.2083
0.41406250,2.60163142,1.35279865e-05,2760.4167
0.41484375,2.60654015,1.42014028e-05,2765.6250
0.41562500,2.61144889,1.46840084e-05,2770.8333
0.41640625,2.61635763,1.45171615e-05,2776.0417
0.41718750,2.62126637,1.34365386e-05,2781.2500
0.41796875,2.62617511,1.14653394e-05,2786.4583
0.41875000,2.63108385,8.90045207e-06,2791.6667
0.41953125,2.63599259,6.20186343e-06,2796.8750
0.42031250,2.64090132,3.83375018e-06,2802.0833
0.42109375,2.64581006,2.12260557e-06,2807.2917
0.42187500,2.65071880,1.18683596e-06,2812.5000
0.42265625,2.65562754,9.58925989e-07,2817.7083
0.42343750,2.66053628,1.28048296e-06,2822.9167
0.42421875,2.66544502,2.02005391e-06,2828.1250
0.42500000,2.67035376,3.15640964e-06,2833.3333
0.42578125,2.67526249,4.78837008e-06,2838.5417
0.42656250,2.68017123,7.06731292e-06,2843.7500
0.42734375,2.68507997,1.00843423e-05,2848.9583
0.42812500,2.68998871,1.37649487e-05,2854.1667
0.42890625,2.69489745,1.78211940e-05,2859.3750
0.42968750,2.69980619,2.17869298e-05,2864.5833
0.43046875,2.70471493,2.51265638e-05,2869.7917
0.43125000,2.70962366,2.73776706e-05,2875.0000
0.43203125,2.71453240,2.82747888e-05,2880.2083
0.43281250,2.71944114,2.78105204e-05,2885.4167
0.43359375,2.72434988,2.62156594e-05,2890.6250
0.43437500,2.72925862,2.38709957e-05,2895.8333
0.43515625,2.73416736,2.11869169e-05,2901.0417
0.43593750,2.73907609,1.84944719e-05,2906.2500
0.43671875,2.74398483,1.59819929e-05,2911.4583
0.43750000,2.74889357,1.36905667e-05,2916.6667
0.43828125,2.75380231,1.15591369e-05,2921.8750
0.43906250,2.75871105,9.49460047e-06,2927.0833
0.43984375,2.76361979,7.43846200e-06,2932.2917
0.44062500,2.76852853,5.40854330e-06,2937.5000
0.44140625,2.77343726,3.50698137e-06,2942.7083
0.44218750,2.77834600,1.89821403e-06,2947.9167
0.44296875,2.78325474,7.68429264e-07,2953.1250
0.44375000,2.78816348,2.79786224e-07,2958.3333
0.44453125,2.79307222,5.30196182e-07,2963.5417
0.44531250,2.79798096,1.52543911e-06,2968.7500
0.44609375,2.80288970,3.16717901e-06,2973.9583
0.44687500,2.80779843,5.25868167e-06,2979.1667
0.44765625,2.81270717,7.52885484e-06,2984.3750
0.44843750,2.81761591,9.67324932e-06,2989.5833
0.44921875,2.82252465,1.14072244e-05,2994.7917
0.45000000,2.82743339,1.25223086e-05,3000.0000
0.45078125,2.83234213,1.29336962e-05,3005.2083
0.45156250,2.83725087,1.27067333e-05,3010.4167
0.45234375,2.84215960,1.20540817e-05,3015.6250
0.45312500,2.84706834,1.13022476e-05,3020.8333
0.45390625,2.85197708,1.08341348e-05,3026.0417
0.45468750,2.85688582,1.10204999e-05,3031.2500
0.45546875,2.86179456,1.21555399e-05,3036.4583
0.45625000,2.86670330,1.44097238e-05,3041.6667
0.45703125,2.87161203,1.78074040e-05,3046.8750
0.45781250,2.87652077,2.22298430e-05,3052.0833
0.45859375,2.88142951,2.74384088e-05,3057.2917
0.45937500,2.88633825,3.31094382e-05,3062.5000
0.46015625,2.89124699,3.88721333e-05,3067.7083
0.46093750,2.89615573,4.43431546e-05,3072.9167
0.46171875,2.90106447,4.91549759e-05,3078.1250
0.46250000,2.90597320,5.29781340e-05,3083.3333
0.46328125,2.91088194,5.55392459e-05,3088.5417
0.46406250,2.91579068,5.66367590e-05,3093.7500
0.46484375,2.92069942,5.61551920e-05,3098.9583
0.46562500,2.92560816,5.40769012e-05,3104.1667
0.46640625,2.93051690,5.04890664e-05,3109.3750
0.46718750,2.93542564,4.55833192e-05,3114.5833
0.46796875,2.94033437,3.96464321e-05,3119.7917
0.46875000,2.94524311,3.30424058e-05,3125.0000
0.46953125,2.95015185,2.61883255e-05,3130.2083
0.47031250,2.95506059,1.95275562e-05,3135.4167
0.47109375,2.95996933,1.35035639e-05,3140.6250
0.47187500,2.96487807,8.53589218e-06,3145.8333
0.47265625,2.96978681,4.99737584e-06,3151.0417
0.47343750,2.97469554,3.18988801e-06,3156.2500
0.47421875,2.97960428,3.31606690e-06,3161.4583
0.47500000,2.98451302,5.44714523e-06,3166.6667
0.47578125,2.98942176,9.49157290e-06,3171.8750
0.47656250,2.99433050,1.51737903e-05,3177.0833
0.47734375,2.99923924,2.20349117e-05,3182.2917
0.47812500,3.00414797,2.94652749e-05,3187.5000
0.47890625,3.00905671,3.67722646e-05,3192.7083
0.47968750,3.01396545,4.32768785e-05,3197.9167
0.48046875,3.01887419,4.84221808e-05,3203.1250
0.48125000,3.02378293,5.18697381e-05,3208.3333
0.48203125,3.02869167,5.35593371e-05,3213.5417
0.48281250,3.03360041,5.37138528e-05,3218.7500
0.48359375,3.03850914,5.27837545e-05,3223.9583
0.48437500,3.04341788,5.13410402e-05,3229.1667
0.48515625,3.04832662,4.99459806e-05,3234.3750
0.48593750,3.05323536,4.90179485e-05,3239.5833
0.48671875,3.05814410,4.87414566e-05,3244.7917
0.48750000,3.06305284,4.90302595e-05,3250.0000
0.48828125,3.06796158,4.95581475e-05,3255.2083
0.48906250,3.07287031,4.98485604e-05,3260.4167
0.48984375,3.07777905,4.94005699e-05,3265.6250
0.49062500,3.08268779,4.78197703e-05,3270.8333
0.49140625,3.08759653,4.49214365e-05,3276.0417
0.49218750,3.09250527,4.07803319e-05,3281.2500
0.49296875,3.09741401,3.57151534e-05,3286.4583
0.49375000,3.10232275,3.02124852e-05,3291.6667
0.49453125,3.10723148,2.48109837e-05,3296.8750
0.49531250,3.11214022,1.99770593e-05,3302.0833
0.49609375,3.11704896,1.60054415e-05,3307.2917
0.49687500,3.12195770,1.29708217e-05,3312.5000
0.49765625,3.12686644,1.07420120e-05,3317.7083
0.49843750,3.13177518,9.05191677e-06,3322.9167
0.49921875,3.13668392,7.60048296e-06,3328.1250
0.50000000,3.14159265,6.15867107e-06,3333.3333
0.50078125,3.14650139,4.64223021e-06,3338.5417
0.50156250,3.15141013,3.13436393e-06,3343.7500
0.50234375,3.15631887,1.85277766e-06,3348.9583
0.50312500,3.16122761,1.07366284e-06,3354.1667
0.50390625,3.16613635,1.03739271e-06,3359.3750
0.50468750,3.17104508,1.86446211e-06,3364.5833
0.50546875,3.17595382,3.50498157e-06,3369.7917
0.50625000,3.18086256,5.73343838e-06,3375.0000
0.50703125,3.18577130,8.18701145e-06,3380.2083
0.50781250,3.19068004,1.04350928e-05,3385.4167
0.50859375,3.19558878,1.20627489e-05,3390.6250
0.50937500,3.20049752,1.27519106e-05,3395.8333
0.51015625,3.20540625,1.23489432e-05,3401.0417
0.51093750,3.21031499,1.09125679e-05,3406.2500
0.51171875,3.21522373,8.73907088e-06,3411.4583
0.51250000,3.22013247,6.36141808e-06,3416.6667
0.51328125,3.22504121,4.51670054e-06,3421.8750
0.51406250,3.22994995,4.07525903e-06,3427.0833
0.51484375,3.23485869,5.92793988e-06,3432.2917
0.51562500,3.23976742,1.08366049e-05,3437.5000
0.51640625,3.24467616,1.92659195e-05,3442.7083
0.51718750,3.24958490,3.12275537e-05,3447.9167
0.51796875,3.25449364,4.61758389e-05,3453.1250
0.51875000,3.25940238,6.29918788e-05,3458.3333
0.51953125,3.26431112,8.00791048e-05,3463.5417
0.52031250,3.26921986,9.55692427e-05,3468.7500
0.52109375,3.27412859,1.07609415e-04,3473.9583
0.52187500,3.27903733,1.14676691e-04,3479.1667
0.52265625,3.28394607,1.15853650e-04,3484.3750
0.52343750,3.28885481,1.11002286e-04,3489.5833
0.52421875,3.29376355,1.00794225e-04,3494.7917
0.52500000,3.29867229,8.65876705e-05,3500.0000
0.52578125,3.30358102,7.01774509e-05,3505.2083
0.52656250,3.30848976,5.34739345e-05,3510.4167
0.52734375,3.31339850,3.81816830e-05,3515.6250
0.52812500,3.31830724,2.55455130e-05,3520.8333
0.52890625,3.32321598,1.62117477e-05,3526.0417
0.52968750,3.32812472,1.02219405e-05,3531.2500
0.53046875,3.33303346,7.12407206e-06,3536.4583
0.53125000,3.33794219,6.16084616e-06,3541.6667
0.53203125,3.34285093,6.48229091e-06,3546.8750
0.53281250,3.34775967,7.33221125e-06,3552.0833
0.53359375,3.35266841,8.17262316e-06,3557.2917
0.53437500,3.35757715,8.73146356e-06,3562.5000
0.53515625,3.36248589,8.97990361e-06,3567.7083
0.53593750,3.36739463,9.06086514e-06,3572.9167
0.53671875,3.37230336,9.19683933e-06,3578.1250
0.53750000,3.37721210,9.60292731e-06,3583.3333
0.53828125,3.38212084,1.04227937e-05,3588.5417
0.53906250,3.38702958,1.16948075e-05,3593.7500
0.53984375,3.39193832,1.33466525e-05,3598.9583
0.54062500,3.39684706,1.52113487e-05,3604.1667
0.54140625,3.40175580,1.70563223e-05,3609.3750
0.54218750,3.40666453,1.86187358e-05,3614.5833
0.54296875,3.41157327,1.96428196e-05,3619.7917
0.54375000,3.41648201,1.99167023e-05,3625.0000
0.54453125,3.42139075,1.93063840e-05,3630.2083
0.54531250,3.42629949,1.77833138e-05,3635.4167
0.54609375,3.43120823,1.54406360e-05,3640.6250
0.54687500,3.43611696,1.24929090e-05,3645.8333
0.54765625,3.44102570,9.25584018e-06,3651.0417
0.54843750,3.44593444,6.10631615e-06,3656.2500
0.54921875,3.45084318,3.42776268e-06,3661.4583
0.55000000,3.45575192,1.55012038e-06,3666.6667
0.55078125,3.46066066,6.95958929e-07,3671.8750
0.55156250,3.46556940,9.43604770e-07,3677.0833
0.55234375,3.47047813,2.21470310e-06,3682.2917
0.55312500,3.47538687,4.28836958e-06,3687.5000
0.55390625,3.48029561,6.83851792e-06,3692.7083
0.55468750,3.48520435,9.48654566e-06,3697.9167
0.55546875,3.49011309,1.18592694e-05,3703.1250
0.55625000,3.49502183,1.36420295e-05,3708.3333
0.55703125,3.49993057,1.46188024e-05,3713.5417
0.55781250,3.50483930,1.46942130e-05,3718.7500
0.55859375,3.50974804,1.38958043e-05,3723.9583
0.55937500,3.51465678,1.23582952e-05,3729.1667
0.56015625,3.51956552,1.02945247e-05,3734.3750
0.56093750,3.52447426,7.96004689e-06,3739.5833
0.56171875,3.52938300,5.61944991e-06,3744.7917
0.56250000,3.53429174,3.52186620e-06,3750.0000
0.56328125,3.53920047,1.89043515e-06,3755.2083
0.56406250,3.54410921,9.25856888e-07,3760.4167
0.56484375,3.54901795,8.18699288e-07,3765.6250
0.56562500,3.55392669,1.76061761e-06,3770.8333
0.56640625,3.55883543,3.94316366e-06,3776.0417
0.56718750,3.56374417,7.53578312e-06,3781.2500
0.56796875,3.56865290,1.26418145e-05,3786.4583
0.56875000,3.57356164,1.92408642e-05,3791.6667
0.56953125,3.57847038,2.71344727e-05,3796.8750
0.57031250,3.58337912,3.59158801e-05,3802.0833
0.57109375,3.58828786,4.49815312e-05,3807.2917
0.57187500,3.59319660,5.35917418e-05,3812.5000
0.57265625,3.59810534,6.09734482e-05,3817.7083
0.57343750,3.60301407,6.64439386e-05,3822.9167
0.57421875,3.60792281,6.95259852e-05,3828.1250
0.57500000,3.61283155,7.00252846e-05,3833.3333
0.57578125,3.61774029,6.80509100e-05,3838.5417
0.57656250,3.62264903,6.39755470e-05,3843.7500
0.57734375,3.62755777,5.83492514e-05,3848.9583
0.57812500,3.63246651,5.17925860e-05,3854.1667
0.57890625,3.63737524,4.48982877e-05,3859.3750
0.57968750,3.64228398,3.81643740e-05,3864.5833
0.58046875,3.64719272,3.19685157e-05,3869.7917
0.58125000,3.65210146,2.65786236e-05,3875.0000
0.58203125,3.65701020,2.21832844e-05,3880.2083
0.58281250,3.66191894,1.89216618e-05,3885.4167
0.58359375,3.66682768,1.68965204e-05,3890.6250
0.58437500,3.67173641,1.61639108e-05,3895.8333
0.58515625,3.67664515,1.67045806e-05,3901.0417
0.58593750,3.68155389,1.83909307e-05,3906.2500
0.58671875,3.68646263,2.09662925e-05,3911.4583
0.58750000,3.69137137,2.40497950e-05,3916.6667
0.58828125,3.69628011,2.71718352e-05,3921.8750
0.58906250,3.70118885,2.98353326e-05,3927.0833
0.58984375,3.70609758,3.15899486e-05,3932.2917
0.59062500,3.71100632,3.21026703e-05,3937.5000
0.59140625,3.71591506,3.12093384e-05,3942.7083
0.59218750,3.72082380,2.89369417e-05,3947.9167
0.59296875,3.72573254,2.54937920e-05,3953.1250
0.59375000,3.73064128,2.12317935e-05,3958.3333
0.59453125,3.73555001,1.65901325e-05,3963.5417
0.59531250,3.74045875,1.20319598e-05,3968.7500
0.59609375,3.74536749,7.98508909e-06,3973.9583
0.59687500,3.75027623,4.79514508e-06,3979.1667
0.59765625,3.75518497,2.69600944e-06,3984.3750
0.59843750,3.76009371,1.79881725e-06,3989.5833
0.59921875,3.76500245,2.09781510e-06,3994.7917
0.60000000,3.76991118,3.48941460e-06,4000.0000
0.60078125,3.77481992,5.79976093e-06,4005.2083
0.60156250,3.77972866,8.81591602e-06,4010.4167
0.60234375,3.78463740,1.23161148e-05,4015.6250
0.60312500,3.78954614,1.60953109e-05,4020.8333
0.60390625,3.79445488,1.99832671e-05,4026.0417
0.60468750,3.79936362,2.38536676e-05,4031.2500
0.60546875,3.80427235,2.76240392e-05,4036.4583
0.60625000,3.80918109,3.12475067e-05,4041.6667
0.60703125,3.81408983,3.46984143e-05,4046.8750
0.60781250,3.81899857,3.79544655e-05,4052.0833
0.60859375,3.82390731,4.09782364e-05,4057.2917
0.60937500,3.82881605,4.37007870e-05,4062.5000
0.61015625,3.83372479,4.60098572e-05,4067.7083
0.61093750,3.83863352,4.77449917e-05,4072.9167
0.61171875,3.84354226,4.87019752e-05,4078.1250
0.61250000,3.84845100,4.86489847e-05,4083.3333
0.61328125,3.85335974,4.73564542e-05,4088.5417
0.61406250,3.85826848,4.46412371e-05,4093.7500
0.61484375,3.86317722,4.04229128e-05,4098.9583
0.61562500,3.86808595,3.47861183e-05,4104.1667
0.61640625,3.87299469,2.80383979e-05,4109.3750
0.61718750,3.87790343,2.07495971e-05,4114.5833
0.61796875,3.88281217,1.37578650e-05,4119.7917
0.61875000,3.88772091,8.13009281e-06,4125.0000
0.61953125,3.89262965,5.07143883e-06,4130.2083
0.62031250,3.89753839,5.78856398e-06,4135.4167
0.62109375,3.90244712,1.13222694e-05,4140.6250
0.62187500,3.90735586,2.23746389e-05,4145.8333
0.62265625,3.91226460,3.91608878e-05,4151.0417
0.62343750,3.91717334,6.13151459e-05,4156.2500
0.62421875,3.92208208,8.78720581e-05,4161.4583
0.62500000,3.92699082,1.17333675e-04,4166.6667
0.62578125,3.93189956,1.47816218e-04,4171.8750
0.62656250,3.93680829,1.77257063e-04,4177.0833
0.62734375,3.94171703,2.03651683e-04,4182.2917
0.62812500,3.94662577,2.25285231e-04,4187.5000
0.62890625,3.95153451,2.40924749e-04,4192.7083
0.62968750,3.95644325,2.49944921e-04,4197.9167
0.63046875,3.96135199,2.52371390e-04,4203.1250
0.63125000,3.96626073,2.48838580e-04,4208.3333
0.63203125,3.97116946,2.40471675e-04,4213.5417
0.63281250,3.97607820,2.28712898e-04,4218.7500
0.63359375,3.98098694,2.15119142e-04,4223.9583
0.63437500,3.98589568,2.01160708e-04,4229.1667
0.63515625,3.99080442,1.88049109e-04,4234.3750
0.63593750,3.99571316,1.76616217e-04,4239.5833
0.63671875,4.00062189,1.67258293e-04,4244.7917
0.63750000,4.00553063,1.59947977e-04,4250.0000
0.63828125,4.01043937,1.54306840e-04,4255.2083
0.63906250,4.01534811,1.49722122e-04,4260.4167
0.63984375,4.02025685,1.45485416e-04,4265.6250
0.64062500,4.02516559,1.40929176e-04,4270.8333
0.64140625,4.03007433,1.35539372e-04,4276.0417
0.64218750,4.03498306,1.29028753e-04,4281.2500
0.64296875,4.03989180,1.21363627e-04,4286.4583
0.64375000,4.04480054,1.12746042e-04,4291.6667
0.64453125,4.04970928,1.03560729e-04,4296.8750
0.64531250,4.05461802,9.43007664e-05,4302.0833
0.64609375,4.05952676,8.54869027e-05,4307.2917
0.64687500,4.06443550,7.75932574e-05,4312.5000
0.64765625,4.06934423,7.09878710e-05,4317.7083
0.64843750,4.07425297,6.58919256e-05,4322.9167
0.64921875,4.07916171,6.23579129e-05,4328.1250
0.65000000,4.08407045,6.02653797e-05,4333.3333
0.65078125,4.08897919,5.93330050e-05,4338.5417
0.65156250,4.09388793,5.91466978e-05,4343.7500
0.65234375,4.09879667,5.92038151e-05,4348.9583
0.65312500,4.10370540,5.89723799e-05,4354.1667
0.65390625,4.10861414,5.79610777e-05,4359.3750
0.65468750,4.11352288,5.57915813e-05,4364.5833
0.65546875,4.11843162,5.22610368e-05,4369.7917
0.65625000,4.12334036,4.73811952e-05,4375.0000
0.65703125,4.12824910,4.13830326e-05,4380.2083
0.65781250,4.13315783,3.46819188e-05,4385.4167
0.65859375,4.13806657,2.78071987e-05,4390.6250
0.65937500,4.14297531,2.13090518e-05,4395.8333
0.66015625,4.14788405,1.56619286e-05,4401.0417
0.66093750,4.15279279,1.11855432e-05,4406.2500
0.66171875,4.15770153,8.00051573e-06,4411.4583
0.66250000,4.16261027,6.02722987e-06,4416.6667
0.66328125,4.16751900,5.02567555e-06,4421.8750
0.66406250,4.17242774,4.66411293e-06,4427.0833
0.66484375,4.17733648,4.59812948e-06,4432.2917
0.66562500,4.18224522,4.54071913e-06,4437.5000
0.66640625,4.18715396,4.30834789e-06,4442.7083
0.66718750,4.19206270,3.83595422e-06,4447.9167
0.66796875,4.19697144,3.16283327e-06,4453.1250
0.66875000,4.20188017,2.39863607e-06,4458.3333
0.66953125,4.20678891,1.68231300e-06,4463.5417
0.67031250,4.21169765,1.14611548e-06,4468.7500
0.67109375,4.21660639,8.92535443e-07,4473.9583
0.67187500,4.22151513,9.86142358e-07,4479.1667
0.67265625,4.22642387,1.45685156e-06,4484.3750
0.67343750,4.23133261,2.30799398e-06,4489.5833
0.67421875,4.23624134,3.52246627e-06,4494.7917
0.67500000,4.24115008,5.06288215e-06,4500.0000
0.67578125,4.24605882,6.86574942e-06,4505.2083
0.67656250,4.25096756,8.83356839e-06,4510.4167
0.67734375,4.25587630,1.08308886e-05,4515.6250
0.67812500,4.26078504,1.26899683e-05,4520.8333
0.67890625,4.26569377,1.42288847e-05,4526.0417
0.67968750,4.27060251,1.52807085e-05,4531.2500
0.68046875,4.27551125,1.57281201e-05,4536.4583
0.68125000,4.28041999,1.55350203e-05,4541.6667
0.68203125,4.28532873,1.47662283e-05,4546.8750
0.68281250,4.29023747,1.35884601e-05,4552.0833
0.68359375,4.29514621,1.22499007e-05,4557.2917
0.68437500,4.30005494,1.10407193e-05,4562.5000
0.68515625,4.30496368,1.02415213e-05,4567.7083
0.68593750,4.30987242,1.00698404e-05,4572.9167
0.68671875,4.31478116,1.06356264e-05,4578.1250
0.68750000,4.31968990,1.19151224e-05,4583.3333
0.68828125,4.32459864,1.37489447e-05,4588.5417
0.68906250,4.32950738,1.58653691e-05,4593.7500
0.68984375,4.33441611,1.79248086e-05,4598.9583
0.69062500,4.33932485,1.95772597e-05,4604.1667
0.69140625,4.34423359,2.05219369e-05,4609.3750
0.69218750,4.34914233,2.05579161e-05,4614.5833
0.69296875,4.35405107,1.96164470e-05,4619.7917
0.69375000,4.35895981,1.77693103e-05,4625.0000
0.69453125,4.36386855,1.52124045e-05,4630.2083
0.69531250,4.36877728,1.22286468e-05,4635.4167
0.69609375,4.37368602,9.13819398e-06,4640.6250
0.69687500,4.37859476,6.24609979e-06,4645.8333
0.69765625,4.38350350,3.79739325e-06,4651.0417
0.69843750,4.38841224,1.94730514e-06,4656.2500
0.69921875,4.39332098,7.50602794e-07,4661.4583
0.70000000,4.39822972,1.69681776e-07,4666.6667
0.70078125,4.40313845,9.72527562e-08,4671.8750
0.70156250,4.40804719,3.87007513e-07,4677.0833
0.70234375,4.41295593,8.84994079e-07,4682.2917
0.70312500,4.41786467,1.45552475e-06,4687.5000
0.70390625,4.42277341,1.99778509e-06,4692.7083
0.70468750,4.42768215,2.45214159e-06,4697.9167
0.70546875,4.43259088,2.79766216e-06,4703.1250
0.70625000,4.43749962,3.04396002e-06,4708.3333
0.70703125,4.44240836,3.22088192e-06,4713.5417
0.70781250,4.44731710,3.36889736e-06,4718.7500
0.70859375,4.45222584,3.53172116e-06,4723.9583
0.70937500,4.45713458,3.75127409e-06,4729.1667
0.71015625,4.46204332,4.06406875e-06,4734.3750
0.71093750,4.46695205,4.49780479e-06,4739.5833
0.71171875,4.47186079,5.06738678e-06,4744.7917
0.71250000,4.47676953,5.77047735e-06,4750.0000
0.71328125,4.48167827,6.58364355e-06,4755.2083
0.71406250,4.48658701,7.46071186e-06,4760.4167
0.71484375,4.49149575,8.33484274e-06,4765.6250
0.71562500,4.49640449,9.12504942e-06,4770.8333
0.71640625,4.50131322,9.74666266e-06,4776.0417
0.71718750,4.50622196,1.01240014e-05,4781.2500
0.71796875,4.51113070,1.02026833e-05,4786.4583
0.71875000,4.51603944,9.95889441e-06,4791.6667
0.71953125,4.52094818,9.40358621e-06,4796.8750
0.72031250,4.52585692,8.58076936e-06,4802.0833
0.72109375,4.53076566,7.56046112e-06,4807.2917
0.72187500,4.53567439,6.42799364e-06,4812.5000
0.72265625,4.54058313,5.27201168e-06,4817.7083
0.72343750,4.54549187,4.17346822e-06,4822.9167
0.72421875,4.55040061,3.19736575e-06,4828.1250
0.72500000,4.55530935,2.38812952e-06,4833.3333
0.72578125,4.56021809,1.76861502e-06,4838.5417
0.72656250,4.56512682,1.34207033e-06,4843.7500
0.72734375,4.57003556,1.09600720e-06,4848.9583
0.72812500,4.57494430,1.00688320e-06,4854.1667
0.72890625,4.57985304,1.04468155e-06,4859.3750
0.72968750,4.58476178,1.17678442e-06,4864.5833
0.73046875,4.58967052,1.37086748e-06,4869.7917
0.73125000,4.59457926,1.59682206e-06,4875.0000
0.73203125,4.59948799,1.82789153e-06,4880.2083
0.73281250,4.60439673,2.04127618e-06,4885.4167
0.73359375,4.60930547,2.21842754e-06,4890.6250
0.73437500,4.61421421,2.34516067e-06,4895.8333
0.73515625,4.61912295,2.41162016e-06,4901.0417
